"","Percent_Change_ON","Percent_Change_1W","Date","Week.day","ON","X1W","X1M","X2M","X3M","X6M","X12M","timestamp","Year","MonthDay","Pre"
"184",-0.0728488953017914,-0.0842578339414146,"22.12.2005","Thu",4.295,4.44875,4.37875,4.46813,4.51938,4.71,4.88,2005-12-22,2005,"1222","Pre"
"185",-0.174774294416036,-3.28460199625715,"21.12.2005","Wed",4.2875,4.305,4.37,4.45375,4.50375,4.68375,4.85,2005-12-21,2005,"1221","Pre"
"186",-0.0583260442315048,-0.058088877613649,"20.12.2005","Tue",4.285,4.3025,4.37,4.45,4.50125,4.67125,4.82625,2005-12-20,2005,"1220","Pre"
"187",-0.0583600833605313,0,"19.12.2005","Mon",4.2825,4.3025,4.37,4.45,4.5,4.66313,4.81,2005-12-19,2005,"1219","Pre"
"188",-0.162999221093107,0,"07.01.2005","Fri",2.29875,2.32875,2.43,2.52,2.61,2.835,3.16,2005-01-07,2005,"0107","Post"
"189",0.812352152147933,0.0536624643948103,"06.01.2005","Thu",2.3175,2.33,2.42,2.52,2.61,2.84,3.19,2005-01-06,2005,"0106","Post"
"190",0.107816722034537,-0.0536624643948103,"05.01.2005","Wed",2.32,2.32875,2.4,2.50625,2.59,2.8275,3.18063,2005-01-05,2005,"0105","Post"
"191",-0.053893830461027,0.0270494813945255,"04.01.2005","Tue",2.31875,2.32938,2.4,2.49,2.57,2.79,3.11,2005-01-04,2005,"0104","Post"
"192",1.17900615449732,0.294494204002926,"31.12.2004","Fri",2.34625,2.33625,2.4,2.49,2.56438,2.78063,3.1,2004-12-31,2004,"1231","Post"
"193",-1.23292904607083,0.0534902393069303,"30.12.2004","Thu",2.3175,2.3375,2.39,2.48,2.56,2.79,3.12,2004-12-30,2004,"1230","Post"
"194",1.33942532876649,7.36877157911592,"29.12.2004","Wed",2.34875,2.51625,2.42,2.47375,2.56,2.775,3.1,2004-12-29,2004,"1229","Post"
"195",-1.55540813410948,-1.75399134571339,"24.12.2004","Fri",2.3125,2.4725,2.42,2.47,2.55,2.76625,3.08,2004-12-24,2004,"1224","Pre"
"196",-0.650761515673814,-0.101163387484438,"23.12.2004","Thu",2.2975,2.47,2.4175,2.46875,2.54875,2.77,3.08,2004-12-23,2004,"1223","Pre"
"197",-0.217865009922225,-6.15739589340294,"22.12.2004","Wed",2.2925,2.3225,2.41688,2.4625,2.53,2.76,3.09,2004-12-22,2004,"1222","Pre"
"198",0.217865009922225,0.0271222634545598,"21.12.2004","Tue",2.2975,2.32313,2.415,2.46125,2.53,2.76,3.08,2004-12-21,2004,"1221","Pre"
"199",-0.0544217700506611,0.107555573572482,"20.12.2004","Mon",2.29625,2.32563,2.41313,2.46,2.52125,2.75,3.06,2004-12-20,2004,"1220","Pre"
"200",0,0.0266558898196489,"17.12.2004","Fri",2.29625,2.32625,2.4125,2.46,2.52,2.73875,3.0375,2004-12-17,2004,"1217","Pre"
